location,city,state,city_primary,audience_segment,creative_size,creative_messaging,state_raw,app_url,exchange,device_make,impressions,clicks,viewable_impressions,measurable_impressions,total_conversions,gross_cost
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,US>Reach>Propensity Models>Hobbies and Interest>Sports>NFL Enthusiast,300x250,Sign up Now - 10% Off,Michigan,medicalnewstoday.com,Google Ad Manager,Smartphone,22444,160,12672,21345,5,2539.200563
"Knoxville, Tennessee",Knoxville,Tennessee,Knoxville,Mobile>US>Device Ownership>Tablets>yes,300x250,Sign up Now - 10% Off,Tennessee,medicalnewstoday.com,BidSwitch,Apple PC,17645,40,9673,15088,15,1591.772246
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Health and Wellbeing>Health and Wellbeing,320x50,Sign up Today - 10% Off,Illinois,medicalnewstoday.com,Magnite DV+,Smartphone,9881,15,2344,7324,1,1505.01155
"Ft. Wayne, Indiana",Ft. Wayne,Indiana,Ft. Wayne,US>Brand Propensities>Telecom and Service Providers>Page Plus Cellular Buyer Propensity,320x50,Sign up Today - 10% Off,Indiana,merriam-webster.com,Yieldmo,Smartphone,12148,40,7950,11360,9,1936.008049
"San Francisco, California",San Francisco,California,San Francisco,US>Reach>Propensity Models>Hobbies and Interest>Music>Listens to Pop Music,320x50,Sign up Today - 10% Off,California,merriam-webster.com/dictionary,Google Ad Manager,Smartphone,18771,69,10871,17138,6,3827.366381
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Team Sports>Soccer (Football),300x250,Sign up Today - 10% Off,Tennessee,merriam-webster.com/dictionary,BidSwitch,Smartphone,7402,9,3860,6406,1,1560.449936
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>B2B>Occupation>ElectricalEngineer,320x50,Sign up Today - 10% Off,Illinois,miamiherald.com,Google Ad Manager,Smartphone,38735,114,28719,36629,4,2127.824066
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Beauty and Fitness>Fashion and Style,320x50,10% Discount - Ends 6/1,Florida,miamiherald.com,Xandr - Monetize SSP (AppNexus),Smartphone,7320,33,4020,6692,15,1730.37357
"Peoria-Bloomington, Illinois",Peoria-Bloomington,Illinois,Peoria,Online Behavior>United States>Autos and Vehicles>Brands>Honda,320x50,10% Discount - Ends 6/1,Illinois,microsoftcasualgames.com,PubMatic,Smartphone,90463,204,803,2465,9,6120.602514
"Savannah, Georgia",Savannah,Georgia,Savannah,Online Behavior>United States>Validated Demographic>Age>25-64,320x50,Sign up Now - 10% Off,Georgia,microsoftcasualgames.com,Magnite DV+,Smartphone,252170,650,9248,14192,1,5874.00478
"Louisville, Kentucky",Louisville,Kentucky,Louisville,US>Reach>Propensity Models>Household Consumer Expenditures>Furniture,320x50,Subscribe Today - 10% Discount,Kentucky,microsoftcasualgames.com,PubMatic,Smartphone,68114,174,569,2059,15,2753.711986
"San Francisco, California",San Francisco,California,San Francisco,US>Reach>Propensity Models>Hobbies and Interest>Music>Listens to Country Music,300x250,10% Discount - Ends 6/1,California,microsoftcasualgames.com,PulsePoint,Smartphone,292578,812,6474,12323,4,1826.318738
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Intent>Shopping>Wireless Providers,300x250,10% Discount - Ends 6/1,California,milb.com,Google Ad Manager,Apple PC,39725,144,5402,36080,12,6431.555152
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Hobbies and Leisure>Outdoors>Fishing,300x250,Sign up Today - 10% Off,New York,mlb.com,PubMatic,Windows PC,25206,75,3588,23556,19,6846.356434
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,Online Behavior>United States>Autos and Vehicles>Brands>Volkswagen,300x250,Subscribe Today - 10% Discount,Florida,mlb.com,Google Ad Manager,Smartphone,7789,30,4655,7434,1,6396.868763
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Autos and Vehicles>Brands>Jaguar,320x50,Sign up Now - 10% Off,Illinois,mlb.com,Google Ad Manager,Smartphone,38396,87,6305,35118,9,5740.164546
"New York City, New York",New York City,New York,New York City,US>Interest Propensities>Celebrities>Celebrity Fan Gossip,320x50,Subscribe Today - 10% Discount,New York,mlb.com,Google Ad Manager,Smartphone,10012,25,5734,9413,4,1805.926086
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,US>Interest Propensities>Insurance>Humana,300x50,Sign up Today - 10% Off,Florida,mlb.com,Kargo,Smartphone,12459,84,7290,11731,14,1593.010399
"Memphis, Tennessee",Memphis,Tennessee,Memphis,US>Interest Propensities>Activities and Interests>B2B Job Search,320x50,Sign up Today - 10% Off,Tennessee,mlb.com,BidSwitch,Smartphone,32714,69,3756,30764,15,1506.624304
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Online Behavior>United States>Autos and Vehicles>Brands>Bugatti,320x50,Sign up Today - 10% Off,Florida,mobileposse.com,Google Ad Manager,Smartphone,98509,299,30688,109518,15,2059.270294
"San Francisco, California",San Francisco,California,San Francisco,Media and Entertainment>Gaming>In-Market,300x250,Sign up Today - 10% Off,California,moneyppl.com,Xandr - Monetize SSP (AppNexus),Windows PC,37076,113,9246,22565,12,1487.996078
"Flint-Saginaw-Bay City, Michigan",Flint-Saginaw-Bay City,Michigan,Flint,Media and Entertainment>Events and Attractions,300x250,10% Discount - Ends 6/1,Michigan,motor-junkie.com,PubMatic,Windows PC,70506,270,26779,48902,3,1912.966882
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Finance>Banking>Banking,320x50,10% Discount - Ends 6/1,California,msn.com,Google Ad Manager,Smartphone,921791,2150,668449,852442,69,8042.897949
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Finance>Credit and Lending>Credit and Lending,320x50,10% Discount - Ends 6/1,Illinois,msn.com,PubMatic,Smartphone,4154911,1254,2338732,3445626,154,8038.570371
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Finance>Investing>Investing,320x50,Subscribe Today - 10% Discount,Florida,msn.com,Google Ad Manager,Smartphone,1222302,3142,553773,1120128,42,7880.770406
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Beauty and Fitness>Hair Care,320x50,Sign up Today - 10% Off,California,msn.com,Google Ad Manager,Smartphone,999915,2748,618816,829942,23,7879.316787
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Life Event>College Graduation,320x50,10% Discount - Ends 6/1,California,msn.com,Google Ad Manager,Smartphone,1515751,3874,1151776,1396230,49,7850.644244
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>The Changing Consumer>Happy at Home,300x250,Sign up Now - 10% Off,California,msn.com,Index Exchange,Smartphone,1575592,3874,1155869,1447900,88,7818.648297
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Sports>Team Sports>American Football,320x50,Sign up Today - 10% Off,Tennessee,msn.com,PubMatic,Smartphone,458931,974,264325,378011,30,7462.677935
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Autos and Vehicles>Electric and Plug-In Vehicles,320x50,10% Discount - Ends 6/1,California,msn.com,PubMatic,Smartphone,1601933,4265,1135085,1487426,29,6785.70979
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,Online Behavior>United States>Intent>Shopping>Home and Garden,320x50,Sign up Today - 10% Off,Florida,msn.com,Google Ad Manager,Smartphone,26270,63,12813,21893,12,6417.264564
"Tampa-St Petersburg (Sarasota), Florida",Tampa-St Petersburg (Sarasota),Florida,Tampa,Online Behavior>United States>Intent>Auto Buyers>Type>Truck,300x250,Sign up Now - 10% Off,Florida,msn.com,BidSwitch,Smartphone,12974,84,7521,10959,7,6301.868847
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Shopping>Consumer Electronics>Televisions/TVs,320x50,Subscribe Today - 10% Discount,Illinois,msn.com,PubMatic,Smartphone,192201,489,113707,157940,3,6176.004154
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Services>Arts and Entertainment,300x250,Sign up Today - 10% Off,Illinois,msn.com,Google Ad Manager,Apple PC,29834,99,14599,24656,14,6032.837114
"Memphis, Tennessee",Memphis,Tennessee,Memphis,Online Behavior>United States>Sports>Individual Sports>Cycling,300x250,10% Discount - Ends 6/1,Tennessee,msn.com,TripleLift,Windows PC,117518,299,66458,86571,1,5999.993781
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Autos and Vehicles>Brands>Porsche,320x50,Sign up Today - 10% Off,Illinois,msn.com,OpenX,Smartphone,3196231,8745,2013324,2669103,70,5756.271172
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Beauty and Fitness>Spas and Beauty Services>Massage Therapy,300x250,10% Discount - Ends 6/1,California,msn.com,Google Ad Manager,Smartphone,109128,470,38487,90615,3,5153.117204
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Arts and Entertainment>TV and Video,300x50,Subscribe Today - 10% Discount,New York,msn.com,BidSwitch,Smartphone,13946,40,3142,8823,8,4920.23463
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Autos and Vehicles>Brands>Mitsubishi,300x250,Sign up Today - 10% Off,California,msn.com,Smart RTB+ (Smartadserver),Smartphone,335461,963,171464,247450,5,4445.874629
"Rockford, Illinois",Rockford,Illinois,Rockford,Online Behavior>United States>Autos and Vehicles>Brands>GM-Daewoo,320x50,Sign up Now - 10% Off,Illinois,msn.com,Google Ad Manager,Smartphone,48436,171,16543,42427,6,4386.648215
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US>Demo>Age>65+,320x50,Sign up Now - 10% Off,Tennessee,msn.com,Google Ad Manager,Smartphone,58738,165,33538,47535,14,2801.584386
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Sociodemographic>P$YCLE Premier Lifestage>Y3 Fiscal Fledglings,320x50,Sign up Now - 10% Off,Illinois,msn.com,Google Ad Manager,Smartphone,297347,751,166412,251319,4,2255.522409
"Chicago, Illinois",Chicago,Illinois,Chicago,OnAudience>Interest>News & Magazines,320x50,Sign up Now - 10% Off,Illinois,msn.com,Google Ad Manager,Smartphone,80456,204,46039,65383,3,2039.848792
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US>Brand Propensities>Electronics>RadioShack Buyer Propensity,300x250,10% Discount - Ends 6/1,Tennessee,msn.com,Google Ad Manager,Windows PC,60412,169,33457,52172,24,1679.572708
"Jackson, Mississippi",Jackson,Mississippi,Jackson,US>Interest Propensities>Activities and Interests>College Life,320x50,Subscribe Today - 10% Discount,Mississippi,msn.com,Xandr - Monetize SSP (AppNexus),Smartphone,171575,499,101487,136036,8,1658.332426
"Chicago, Illinois",Chicago,Illinois,Chicago,Lotame>Social Media,300x250,Sign up Now - 10% Off,Illinois,msn.com,Google Ad Manager,Smartphone,554980,1542,323498,467646,8,1600.769588
"Los Angeles, California",Los Angeles,California,Los Angeles,US>Reach>Propensity Models>Hobbies and Interest>Pets>Pet Enthusiast,300x250,Sign up Now - 10% Off,California,msn.com,Google Ad Manager,Smartphone,321263,852,172887,263424,6,1576.051434
"Tri-Cities, Tennessee-Virginia",Tri-Cities,Tennessee,Tri-Cities,US>Financially in Charge>Performance Score: Top 25%,300x250,Sign up Today - 10% Off,Tennessee-Virginia,msn.com,Google Ad Manager,Smartphone,311753,763,170122,256841,6,1543.612655
"Chicago, Illinois",Chicago,Illinois,Chicago,OnAudience>Intent>Travel,300x250,Subscribe Today - 10% Discount,Illinois,msn.com,BidSwitch,Apple PC,96031,311,57187,78396,21,1508.90767
"Tallahassee, Florida-Thomasville, Georgia",Tallahassee,Florida,Tallahassee,Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Team Sports>Football (American),320x50,Subscribe Today - 10% Discount,"Florida-Thomasville, Georgia",msn.com,Google Ad Manager,Smartphone,47931,170,15989,38916,4,1487.228625
"Shreveport, Louisiana",Shreveport,Louisiana,Shreveport,US Financial>Likely Bank Account and Services>Saving Account>Personal or Join (Financial),300x250,Sign up Today - 10% Off,Louisiana,msn.com,Magnite DV+,Smartphone,177632,485,70865,95871,5,1483.384404
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Online Behavior>United States>B2B>Occupation>SupplyChainManager,300x250,Sign up Now - 10% Off,Florida,my.earthlink.net,Google Ad Manager,Apple PC,7470,0,6753,7229,1,1738.995282
"Flint-Saginaw-Bay City, Michigan",Flint-Saginaw-Bay City,Michigan,Flint,Online Behavior>United States>People and Society>Family and Relationships>Moms,320x50,Subscribe Today - 10% Discount,Michigan,my.yahoo.com,BidSwitch,Smartphone,26784,85,12708,22261,9,6643.161647
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Arts and Entertainment>Events and Listings>Live Sporting Events,320x50,Subscribe Today - 10% Discount,Illinois,my.yahoo.com,Google Ad Manager,Smartphone,21028,10,5781,16134,11,5101.321655
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Intent>Financial Intent>Banking,300x50,Subscribe Today - 10% Discount,California,mydailymagazine.com,Google Ad Manager,Smartphone,9238,84,4626,8264,15,6683.225487
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Finance>Insurance>Health Insurance,320x50,Sign up Today - 10% Off,California,myfitnesspal.com,PubMatic,Smartphone,39881,125,6331,36245,10,7098.889706
"Panama City, Florida",Panama City,Florida,Panama City,Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Olympics,300x250,Subscribe Today - 10% Discount,Florida,nba.com,Google Ad Manager,Smartphone,10883,46,1652,8869,16,1942.482395
"New York City, New York",New York City,New York,New York City,US>Brand Propensities>Kids Products>Disney Buyer Propensity,300x250,Subscribe Today - 10% Discount,New York,nbcchicago.com,Google Ad Manager,Apple PC,50517,270,17179,48389,2,1718.471077
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Online Behavior>United States>Arts and Entertainment>Arts and Entertainment,320x50,Subscribe Today - 10% Discount,Florida,nbcchicago.com,Google Ad Manager,Smartphone,7248,10,3988,6863,7,1247
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Males 18-34,320x50,10% Discount - Ends 6/1,California,nbcdfw.com,BidSwitch,Smartphone,10835,25,2888,10487,3,4704.249956
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Finance>Investing>Commodities and Futures Trading,300x250,Sign up Now - 10% Off,California,nbcmiami.com,Google Ad Manager,Smartphone,11476,45,4963,10991,8,7227.417349
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Autos and Vehicles>Vehicle Shopping>Fuel Economy and Gas Prices,320x50,Sign up Today - 10% Off,New York,nbcnews.com,Google Ad Manager,Smartphone,92764,320,19625,76531,14,6730.012549
"Ft. Wayne, Indiana",Ft. Wayne,Indiana,Ft. Wayne,Online Behavior>United States>Travel>Travel Agencies and Services>Tourist Boards and Visitor Centers,320x50,Sign up Today - 10% Off,Indiana,nbcnews.com,Magnite DV+,Smartphone,189571,500,130676,183688,39,6335.948388
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Online Behavior>United States>Beauty and Fitness>Fitness>Home Exercise,300x250,10% Discount - Ends 6/1,Florida,nbcnews.com,Yahoo Exchange,Smartphone,14224,30,2549,11974,7,5637.303497
"Los Angeles, California",Los Angeles,California,Los Angeles,Media and Entertainment>News and Current Events,300x250,Sign up Now - 10% Off,California,nbcnews.com,Google Ad Manager,Smartphone,183208,620,131164,177952,43,2682.436623
"New York City, New York",New York City,New York,New York City,US>Interest Propensities>Activities and Interests>National News,320x50,10% Discount - Ends 6/1,New York,nbcnews.com,BidSwitch,Smartphone,20486,42,14583,19860,2,1718.513762
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Interest Propensities>TV and Movies>Reality>Game Shows,300x250,10% Discount - Ends 6/1,Illinois,nbcsports.com,Index Exchange,Smartphone,15047,84,5653,14459,4,2127.495962
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,Online Behavior>United States>Hobbies and Leisure>Crafts,320x50,Subscribe Today - 10% Discount,Michigan,news.yahoo.com,TripleLift,Smartphone,41513,113,20872,39250,9,6789.533401
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Life Event>Wedding Planning,300x250,Sign up Now - 10% Off,Illinois,news.yahoo.com,BidSwitch,Smartphone,16503,69,8595,14466,7,5714.523867
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 55-64,300x250,Subscribe Today - 10% Discount,California,news.yahoo.com,Google Ad Manager,Smartphone,52006,160,24711,48019,12,5200.010118
"Tampa-St Petersburg (Sarasota), Florida",Tampa-St Petersburg (Sarasota),Florida,Tampa,Online Behavior>United States>Home and Garden>Home Appliances,300x250,10% Discount - Ends 6/1,Florida,news.yahoo.com,BidSwitch,Smartphone,8420,80,4430,7869,8,5184.585424
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,OnAudience>Interest>Shopping,300x50,Subscribe Today - 10% Discount,Florida,news.yahoo.com,Google Ad Manager,Smartphone,63415,185,28161,59169,9,1924.162675
"Los Angeles, California",Los Angeles,California,Los Angeles,Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Team Sports>Baseball,320x50,Sign up Now - 10% Off,California,news.yahoo.com,PubMatic,Smartphone,73544,223,40405,67406,1,1465.872266
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,Media and Entertainment>News and Current Events>Online News Websites,320x50,Sign up Now - 10% Off,Michigan,newsharper.com,TripleLift,Smartphone,16288,56,5304,10731,3,2030.142709
"Memphis, Tennessee",Memphis,Tennessee,Memphis,Online Behavior>United States>Finance>Investing>Brokerages and Day Trading,300x250,10% Discount - Ends 6/1,Tennessee,newsmemory.com,Google Ad Manager,Apple PC,7695,20,3481,7050,14,6727.440499
"Memphis, Tennessee",Memphis,Tennessee,Memphis,US>Reach>Propensity Models>Luxury Store Shoppers,300x50,Subscribe Today - 10% Discount,Tennessee,newsmemory.com,Google Ad Manager,Smartphone,15602,50,7676,13775,1,2600.894327
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Intent>Auto Buyers>Car Make>Honda,300x250,Subscribe Today - 10% Discount,Tennessee,npr.org,Yahoo Exchange,Smartphone,8000,10,4400,6379,1,6159.366902
"Los Angeles, California",Los Angeles,California,Los Angeles,Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Combat Sports,320x50,Sign up Now - 10% Off,California,npr.org,Smart RTB+ (Smartadserver),Smartphone,13592,85,7747,10690,1,1555.112078
"New York City, New York",New York City,New York,New York City,US>Reach>Propensity Models>Travel>High Frequency Travel>Foreign Vacationer,320x50,10% Discount - Ends 6/1,New York,nsfas-applications.co.za,PubMatic,Smartphone,15588,80,2089,14526,9,3518.533482
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Intent>Auto Buyers>Car Make>Vauxhall,320x50,Sign up Now - 10% Off,California,nypost.com,Google Ad Manager,Smartphone,14038,63,1600,11345,8,6368.862913
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Intent>Travel>Flights,300x50,Sign up Now - 10% Off,Florida,nypost.com,Xandr - Monetize SSP (AppNexus),Smartphone,140359,352,76130,133578,26,6094.666799
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Home and Garden>Home Furnishings,320x50,Sign up Now - 10% Off,Illinois,nypost.com,Google Ad Manager,Smartphone,25377,101,16698,23798,2,5175.142919
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Tech Enthusiasts,320x50,Sign up Today - 10% Off,Florida,nypost.com,Google Ad Manager,Smartphone,29092,75,16986,26606,15,1801.058111
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,US Interest>Computers,300x250,Subscribe Today - 10% Discount,Florida,nypost.com,PubMatic,Apple PC,73567,197,28800,68566,2,1567.366071
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Brand Propensities>Health>Beauty and Cosmetics>Beachbody Buyer Propensity,320x50,Subscribe Today - 10% Discount,Illinois,nypost.com,Google Ad Manager,Smartphone,152881,426,94895,145113,11,1496.668524
"Chicago, Illinois",Chicago,Illinois,Chicago,Media and Entertainment>Audio and Video Streaming>Streaming Video>Interest (Affinity),320x50,Sign up Today - 10% Off,Illinois,nytimes.com,Google Ad Manager,Smartphone,16239,78,9375,15562,5,2387.686295
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Interest Propensities>Insurance>New York Life,300x250,Subscribe Today - 10% Discount,Illinois,nytimes.com,Magnite DV+,Smartphone,14932,90,8947,14256,3,1724.417704
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,OnAudience>Interest>Science>Weather,300x250,Sign up Today - 10% Off,Florida,omnicalculator.com,Magnite DV+,Smartphone,13823,58,10671,12937,3,1574.709734
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,Mobile>US>Demographics>Finance>Rent Value>Highest Rent Value,300x250,Subscribe Today - 10% Discount,Michigan,omnicalculator.com,Google Ad Manager,Smartphone,11214,49,5523,10267,2,1554.389215
"Hattiesburg-Laurel, Mississippi",Hattiesburg-Laurel,Mississippi,Hattiesburg,US>AUTO>Primary Vehicle>Owned or Leased>Company Car,320x50,10% Discount - Ends 6/1,Mississippi,onechicagocenter.com,Magnite DV+,Smartphone,19829,42,15071,19095,2,1952.463773
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Finance>Credit and Lending>Credit Cards,320x50,Sign up Today - 10% Off,Tennessee,outlook.live.com,Xandr - Monetize SSP (AppNexus),Smartphone,183230,666,155260,169583,34,7863.469709
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Online Behavior>United States>The Changing Consumer>Trending TV Shows,320x50,10% Discount - Ends 6/1,Florida,outlook.live.com,Index Exchange,Smartphone,113262,380,95762,104612,4,7443.483233
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Travel>Hotels and Accommodations,300x250,Sign up Now - 10% Off,California,outlook.live.com,Google Ad Manager,Smartphone,75531,200,63816,70011,9,7261.86504
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Intent>Shopping>Fashion,300x250,10% Discount - Ends 6/1,California,outlook.live.com,Google Ad Manager,Windows PC,102958,320,86884,94687,12,6624.221175
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>The Changing Consumer>Natural Disasters,300x250,Sign up Today - 10% Off,Illinois,outlook.live.com,Yahoo Exchange,Apple PC,42755,117,36503,40051,12,6550.30297
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 25-44,320x50,Sign up Now - 10% Off,Florida,outlook.live.com,BidSwitch,Smartphone,264580,691,217526,240731,9,4874.651722
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,OnAudience>Interest>News,320x50,10% Discount - Ends 6/1,Michigan,outlook.live.com,Google Ad Manager,Smartphone,42833,120,37438,40447,9,2040.934819
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US>Reach>Propensity Models>Online>Home Office,320x50,Subscribe Today - 10% Discount,Tennessee,outlook.live.com,Magnite DV+,Smartphone,481526,1235,396802,437639,23,2037.865594
"New York City, New York",New York City,New York,New York City,US>Brand Propensities>Apparel>TOMS Buyer Propensity,300x250,10% Discount - Ends 6/1,New York,outlook.live.com,Google Ad Manager,Apple PC,50183,199,41506,46163,15,1628.882813
"Los Angeles, California",Los Angeles,California,Los Angeles,Mobile>US>Financial Services>Digital Payments>Chase Pay,300x250,10% Discount - Ends 6/1,California,outlook.live.com,Google Ad Manager,Smartphone,21088,60,17930,19822,4,1623.681601
"San Francisco, California",San Francisco,California,San Francisco,Transactional>Q3 Casual Dining Restaurant Goers,300x250,Sign up Today - 10% Off,California,outlook.live.com,Google Ad Manager,Smartphone,284783,756,239363,261467,9,1605.538072
"Toledo, Ohio",Toledo,Ohio,Toledo,Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Olympics>Winter Olympics,320x50,10% Discount - Ends 6/1,Ohio,outlook.live.com,Google Ad Manager,Smartphone,21229,80,18073,19655,10,1550.076655
"Charleston, South Carolina",Charleston,South Carolina,Charleston,Mobile>US>Demographics>Finance>Rent Value>Lowest Rent Value,320x50,10% Discount - Ends 6/1,South Carolina,outlook.live.com,Google Ad Manager,Smartphone,55274,219,47583,51275,3,1532.757905
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,US>Brand Propensities>Big Box Dollar Tree Buyer Propensity,320x50,Sign up Now - 10% Off,Florida,outlook.live.com,Magnite DV+,Smartphone,8278,40,6758,7537,1,1526.296619
"San Francisco, California",San Francisco,California,San Francisco,Mobile>US>Food>Restaurant>Brand>Chilis,300x250,Sign up Now - 10% Off,California,outlook.live.com,BidSwitch,Apple PC,87245,350,71903,80390,2,1500.838771
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Finance>Accounting and Auditing>Tax Preparation and Planning,300x250,10% Discount - Ends 6/1,Illinois,pandora.com,Google Ad Manager,Windows PC,24962,75,18450,24128,16,6809.056051
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,Online Behavior>United States>Beauty and Fitness>Fitness>Bodybuilding,300x250,10% Discount - Ends 6/1,Florida,pandora.com,Magnite DV+,Smartphone,57168,160,43261,55261,12,5841.15136
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Autos and Vehicles>Vehicle Parts and Accessories,300x250,Subscribe Today - 10% Discount,Florida,pandora.com,Xandr - Monetize SSP (AppNexus),Smartphone,58477,135,43554,56558,19,5247.623883
"Mobile, Alabama-Pensacola, Florida",Mobile,Alabama,Mobile,US>Brand Propensities>Food and Drug>Postmates Buyer Propensity,300x250,Sign up Now - 10% Off,"Alabama-Pensacola, Florida",pandora.com,Google Ad Manager,Smartphone,13202,101,10871,12885,3,1699.060809
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Online Communities>Online Goodies,300x250,10% Discount - Ends 6/1,Florida,people.com,OpenX,Smartphone,8187,20,4888,7510,3,6980.229304
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Online Behavior>United States>Jobs and Education>Jobs,300x250,Sign up Today - 10% Off,Florida,people.com,PubMatic,Smartphone,21280,70,15309,20244,6,6837.510602
"Augusta, Georgia",Augusta,Georgia,Augusta,Online Behavior>United States>Intent>Auto Buyers>Category>Sport Cars,320x50,Sign up Today - 10% Off,Georgia,people.com,Google Ad Manager,Smartphone,81567,440,53264,68123,4,6392.471955
"Peoria-Bloomington, Illinois",Peoria-Bloomington,Illinois,Peoria,US>Reach>Propensity Models>Hobbies and Interest>Cultural Arts,300x250,Subscribe Today - 10% Discount,Illinois,people.com,Google Ad Manager,Smartphone,17620,52,11197,16687,9,2407.794325
